instance_id,duration_hours,interrupted,service
RD-78047,9.24,0,RDS
LA-17848,16.17,0,Lambda
DY-45233,22.39,0,DynamoDB
LA-78711,3.57,0,Lambda
S3-54990,8.36,1,S3
LA-10002,20.75,0,Lambda
S3-30707,2.2,0,S3
EC-25037,20.58,0,EC2
DY-98031,2.6,0,DynamoDB
S3-16791,5.95,0,S3
EC-97086,13.22,0,EC2
RD-91754,20.92,0,RDS
LA-66131,14.02,0,Lambda
EC-29971,16.09,0,EC2
S3-84495,17.06,0,S3
DY-91371,16.04,0,DynamoDB
RD-66176,2.23,0,RDS
RD-43012,8.3,0,RDS
EC-74204,18.42,0,EC2
EC-27276,20.94,0,EC2
LA-94880,2.66,1,Lambda
RD-86733,4.38,0,RDS
RD-57553,1.46,0,RDS
LA-80658,21.89,0,Lambda
DY-49994,21.41,0,DynamoDB
LA-82682,17.16,0,Lambda
S3-28205,8.34,0,S3
S3-78187,15.77,0,S3
EC-45645,20.38,0,EC2
LA-43513,3.58,0,Lambda
LA-63175,2.4,0,Lambda
EC-98220,7.73,0,EC2
DY-22213,20.04,0,DynamoDB
LA-82723,16.46,0,Lambda
RD-89944,9.11,0,RDS
LA-29510,7.97,0,Lambda
DY-15295,19.51,0,DynamoDB
LA-37328,19.45,0,Lambda
RD-54813,2.92,0,RDS
S3-82258,10.3,0,S3
S3-72784,19.88,0,S3
DY-44416,5.3,0,DynamoDB
DY-39047,16.87,0,DynamoDB
RD-90758,13.27,0,RDS
S3-79672,5.79,0,S3
S3-12810,5.4,0,S3
S3-72363,6.55,0,S3
S3-80864,21.57,0,S3
RD-86850,19.79,0,RDS
DY-46558,14.89,0,DynamoDB
DY-63911,23.64,0,DynamoDB
EC-83225,16.33,0,EC2
DY-98427,15.63,0,DynamoDB
S3-61805,22.09,0,S3
LA-95843,13.37,0,Lambda
S3-31514,14.59,0,S3
S3-11725,4.46,0,S3
DY-23663,16.83,0,DynamoDB
EC-85591,5.72,1,EC2
RD-34722,7.96,0,RDS
LA-98207,12.28,0,Lambda
LA-75792,6.68,0,Lambda
EC-39902,11.58,0,EC2
S3-63517,16.57,0,S3
RD-87198,11.35,0,RDS
RD-12402,12.44,1,RDS
RD-38182,1.31,0,RDS
DY-32620,2.71,0,DynamoDB
S3-72175,14.2,0,S3
LA-41958,14.14,0,Lambda
LA-59932,10.36,0,Lambda
S3-84391,15.91,0,S3
LA-57829,13.06,0,Lambda
DY-35651,2.97,0,DynamoDB
RD-89198,11.4,0,RDS
LA-11789,14.63,0,Lambda
DY-47606,16.05,0,DynamoDB
RD-68420,1.21,0,RDS
S3-86853,23.91,0,S3
S3-42872,2.54,0,S3
DY-96310,21.27,0,DynamoDB
DY-97793,5.88,0,DynamoDB
DY-87924,4.64,0,DynamoDB
LA-24728,19.5,0,Lambda
S3-91686,17.12,0,S3
LA-48699,3.82,0,Lambda
LA-32745,14.43,0,Lambda
RD-37632,2.62,0,RDS
DY-78049,4.96,0,DynamoDB
LA-49749,11.6,0,Lambda
RD-65381,18.57,0,RDS
EC-44568,20.94,0,EC2
RD-96713,17.93,0,RDS
EC-73295,4.05,0,EC2
EC-93106,2.07,0,EC2
EC-55565,21.5,0,EC2
EC-74947,15.21,0,EC2
DY-53988,6.5,0,DynamoDB
LA-37213,7.22,0,Lambda
LA-16533,8.32,0,Lambda
EC-10865,14.36,0,EC2
LA-21254,20.88,0,Lambda
EC-78916,15.05,0,EC2
LA-91081,11.54,0,Lambda
RD-68418,12.11,0,RDS
DY-82914,18.24,0,DynamoDB
S3-70653,23.12,0,S3
EC-40697,5.84,0,EC2
RD-62204,23.57,0,RDS
RD-61529,18.74,0,RDS
DY-21009,11.84,0,DynamoDB
DY-35287,12.54,0,DynamoDB
EC-93637,12.19,0,EC2
EC-90770,19.62,0,EC2
RD-67138,4.01,0,RDS
RD-71358,7.1,0,RDS
DY-69056,12.92,0,DynamoDB
EC-92806,5.22,0,EC2
EC-73155,18.49,0,EC2
RD-92215,11.5,0,RDS
S3-63450,18.98,0,S3
RD-55382,3.33,0,RDS
S3-27290,22.76,0,S3
EC-42535,23.26,0,EC2
RD-89472,13.57,0,RDS
DY-20447,10.74,0,DynamoDB
LA-95001,18.59,0,Lambda
EC-77643,8.79,0,EC2
EC-35017,17.01,0,EC2
RD-60893,23.27,0,RDS
LA-59777,3.75,0,Lambda
LA-20973,19.99,0,Lambda
LA-32391,20.84,0,Lambda
RD-90618,11.13,0,RDS
RD-72537,21.79,0,RDS
S3-89415,6.84,0,S3
S3-34714,17.57,0,S3
S3-53205,19.79,0,S3
DY-23092,19.54,1,DynamoDB
EC-72894,9.88,0,EC2
S3-47089,3.9,0,S3
DY-76249,1.68,0,DynamoDB
DY-65355,7.93,0,DynamoDB
RD-42544,23.83,0,RDS
LA-44600,2.23,0,Lambda
LA-10432,13.53,0,Lambda
S3-60903,20.38,0,S3
EC-70184,3.44,1,EC2
EC-54674,14.52,0,EC2
EC-77996,12.21,0,EC2
DY-78752,19.44,0,DynamoDB
DY-85312,7.32,0,DynamoDB
DY-82322,22.02,0,DynamoDB
RD-92896,12.04,0,RDS
DY-70686,23.24,0,DynamoDB
EC-84519,7.07,0,EC2
EC-88561,1.9,0,EC2
LA-65184,22.83,0,Lambda
EC-91678,10.26,0,EC2
DY-12108,5.46,0,DynamoDB
DY-33341,5.35,0,DynamoDB
S3-79868,13.73,0,S3
RD-25700,2.86,0,RDS
EC-37610,2.14,0,EC2
RD-75226,23.09,0,RDS
EC-77381,10.11,0,EC2
LA-58458,10.77,0,Lambda
LA-99493,11.46,0,Lambda
RD-56874,18.88,0,RDS
DY-88467,1.97,0,DynamoDB
S3-30344,23.65,0,S3
EC-29116,23.65,0,EC2
EC-40782,17.24,0,EC2
S3-54458,11.44,0,S3
RD-43957,12.04,0,RDS
RD-88287,20.68,0,RDS
EC-48314,16.51,0,EC2
LA-25831,7.86,0,Lambda
S3-27682,10.26,0,S3
EC-49477,16.73,0,EC2
LA-45057,23.7,0,Lambda
RD-54111,3.18,0,RDS
LA-58926,9.02,0,Lambda
DY-87870,19.64,0,DynamoDB
EC-48736,18.0,0,EC2
S3-10840,16.78,0,S3
LA-96038,16.88,0,Lambda
RD-84723,12.6,0,RDS
LA-14311,12.4,0,Lambda
RD-16083,14.73,0,RDS
DY-12580,6.85,0,DynamoDB
RD-19386,16.82,0,RDS
S3-24635,5.18,0,S3
DY-45790,15.17,0,DynamoDB
LA-24260,9.98,0,Lambda
EC-88414,13.75,0,EC2
RD-42430,8.12,0,RDS
S3-12176,17.17,0,S3
EC-71918,5.45,0,EC2
EC-50002,20.39,0,EC2
DY-88947,6.23,0,DynamoDB
LA-47251,15.7,0,Lambda
EC-61616,18.33,0,EC2
S3-82936,17.28,0,S3
RD-17338,15.97,0,RDS
RD-15241,21.53,0,RDS
RD-24318,14.89,0,RDS
DY-86860,23.63,0,DynamoDB
S3-12837,23.91,0,S3
EC-50077,22.02,0,EC2
S3-39669,13.82,0,S3
DY-21109,15.97,0,DynamoDB
DY-49236,7.7,0,DynamoDB
LA-91007,21.03,0,Lambda
S3-48985,12.43,0,S3
RD-13770,1.18,0,RDS
DY-62635,4.18,0,DynamoDB
DY-53744,17.48,0,DynamoDB
LA-33671,19.7,0,Lambda
RD-59047,19.57,0,RDS
DY-16806,16.95,0,DynamoDB
EC-49220,20.81,0,EC2
RD-98027,20.56,0,RDS
S3-22419,10.31,0,S3
LA-17973,3.88,0,Lambda
EC-94739,22.77,0,EC2
EC-76720,21.33,0,EC2
S3-10916,20.25,0,S3
LA-93161,23.12,0,Lambda
DY-66361,19.87,0,DynamoDB
LA-78226,19.1,0,Lambda
DY-65401,17.59,0,DynamoDB
S3-86621,17.76,0,S3
S3-47271,17.64,0,S3
EC-33572,10.83,0,EC2
EC-73690,6.17,0,EC2
EC-46948,12.32,0,EC2
S3-86772,9.07,0,S3
DY-28157,5.41,0,DynamoDB
S3-11756,18.21,0,S3
S3-68051,18.93,0,S3
EC-97889,17.19,0,EC2
LA-57367,16.23,0,Lambda
EC-76168,6.87,0,EC2
LA-94821,12.68,0,Lambda
DY-37757,19.9,0,DynamoDB
DY-30256,3.61,0,DynamoDB
RD-62234,10.03,0,RDS
RD-45157,2.27,0,RDS
RD-19399,22.88,0,RDS
DY-86095,18.17,0,DynamoDB
EC-16780,14.36,0,EC2
EC-92016,15.5,0,EC2
EC-21528,10.07,0,EC2
S3-21179,17.23,0,S3
RD-56716,10.6,0,RDS
EC-18118,2.71,0,EC2
RD-25185,20.55,1,RDS
RD-43927,19.64,0,RDS
S3-40020,23.94,0,S3
DY-66414,5.05,0,DynamoDB
EC-72694,8.36,0,EC2
S3-22109,15.37,0,S3
DY-12597,5.11,0,DynamoDB
DY-53151,1.9,0,DynamoDB
EC-73832,22.3,1,EC2
RD-71707,16.56,0,RDS
LA-39048,16.88,0,Lambda
RD-30968,9.58,0,RDS
RD-50794,3.59,0,RDS
LA-94193,14.87,0,Lambda
DY-32257,20.27,0,DynamoDB
LA-93509,2.3,0,Lambda
LA-32113,23.41,0,Lambda
S3-74085,5.9,0,S3
S3-95603,12.84,0,S3
S3-68847,16.77,0,S3
DY-24677,4.39,0,DynamoDB
LA-77264,19.67,0,Lambda
EC-65244,17.48,0,EC2
LA-14102,4.6,0,Lambda
DY-16212,20.36,0,DynamoDB
S3-65186,9.22,0,S3
DY-20532,16.93,0,DynamoDB
S3-76540,18.7,0,S3
DY-10209,23.41,0,DynamoDB
EC-84142,14.29,0,EC2
S3-15607,7.71,0,S3
S3-28594,13.19,0,S3
LA-35117,18.01,0,Lambda
DY-60624,18.19,0,DynamoDB
RD-58094,17.98,0,RDS
RD-96158,14.64,0,RDS
LA-27772,11.62,0,Lambda
DY-36707,8.91,0,DynamoDB
EC-40285,3.3,0,EC2
LA-54518,9.17,0,Lambda
S3-47763,13.75,0,S3
EC-29464,1.36,0,EC2
DY-52299,9.44,0,DynamoDB
S3-87078,14.38,0,S3
RD-97404,22.21,0,RDS
DY-23435,2.26,0,DynamoDB
S3-47909,1.12,0,S3
DY-44341,22.35,0,DynamoDB
S3-56514,10.77,0,S3
DY-65107,13.13,0,DynamoDB
RD-82577,9.86,0,RDS
LA-29924,15.58,0,Lambda
S3-11095,17.72,0,S3
S3-76615,14.89,0,S3
RD-61999,7.93,0,RDS
LA-80515,11.23,0,Lambda
DY-88784,7.96,0,DynamoDB
S3-80819,11.25,0,S3
LA-68784,10.78,0,Lambda
DY-86120,16.4,0,DynamoDB
S3-43359,21.51,0,S3
S3-26571,3.02,0,S3
DY-18625,23.6,0,DynamoDB
RD-54472,9.69,0,RDS
LA-43205,8.79,0,Lambda
S3-35135,6.73,0,S3
DY-30169,6.29,0,DynamoDB
S3-98738,19.48,0,S3
DY-18007,22.45,0,DynamoDB
S3-59582,15.68,0,S3
EC-76770,12.25,0,EC2
RD-39204,12.51,0,RDS
LA-95024,13.63,0,Lambda
RD-93251,16.0,0,RDS
RD-89301,4.38,0,RDS
LA-75277,6.37,0,Lambda
RD-58068,19.42,0,RDS
EC-34395,8.25,0,EC2
DY-76333,23.79,0,DynamoDB
LA-38024,20.42,0,Lambda
DY-85153,15.15,0,DynamoDB
S3-77428,6.29,0,S3
EC-23418,15.36,0,EC2
DY-14833,22.92,0,DynamoDB
DY-50180,17.73,0,DynamoDB
LA-77850,22.38,0,Lambda
S3-21695,13.9,0,S3
LA-27573,10.51,0,Lambda
S3-56978,16.22,0,S3
LA-64672,16.91,0,Lambda
DY-64796,10.46,0,DynamoDB
DY-92636,11.69,0,DynamoDB
EC-38460,20.14,0,EC2
DY-40990,7.97,0,DynamoDB
RD-86452,12.78,0,RDS
DY-52215,10.44,0,DynamoDB
RD-27273,5.52,0,RDS
DY-52679,1.33,0,DynamoDB
RD-10799,8.28,0,RDS
RD-35411,10.89,0,RDS
DY-31767,1.19,0,DynamoDB
RD-46135,18.23,0,RDS
EC-80765,13.32,0,EC2
S3-33555,11.02,0,S3
RD-79002,10.57,0,RDS
RD-80114,12.79,0,RDS
EC-19422,19.92,0,EC2
EC-47743,8.28,0,EC2
LA-39430,19.99,0,Lambda
S3-53554,17.28,0,S3
LA-37528,17.24,0,Lambda
RD-25522,10.56,0,RDS
EC-77638,6.09,0,EC2
RD-70096,12.01,0,RDS
DY-85160,4.0,0,DynamoDB
S3-58591,3.01,0,S3
DY-88018,10.5,0,DynamoDB
EC-96576,16.63,0,EC2
EC-89702,16.65,0,EC2
EC-73333,15.8,0,EC2
S3-71855,17.38,0,S3
LA-77619,8.27,0,Lambda
RD-27140,3.43,0,RDS
RD-24691,4.88,0,RDS
RD-67207,14.72,0,RDS
RD-41250,11.24,1,RDS
RD-87518,14.46,0,RDS
LA-73753,9.36,0,Lambda
DY-10496,5.82,0,DynamoDB
S3-55227,23.28,0,S3
DY-19884,22.43,0,DynamoDB
DY-14761,4.94,0,DynamoDB
RD-35218,2.31,0,RDS
RD-79726,22.02,0,RDS
LA-84489,4.46,0,Lambda
S3-72999,14.49,0,S3
EC-48492,11.77,0,EC2
DY-39181,1.6,0,DynamoDB
EC-93609,10.67,1,EC2
S3-81325,2.94,0,S3
DY-17942,1.83,0,DynamoDB
EC-10296,22.2,0,EC2
EC-63444,17.31,0,EC2
LA-37167,16.83,0,Lambda
S3-82894,18.99,0,S3
S3-27671,7.85,0,S3
S3-17637,16.06,0,S3
DY-54721,15.0,0,DynamoDB
LA-78943,7.28,0,Lambda
RD-73985,7.72,0,RDS
DY-40346,17.57,0,DynamoDB
S3-63526,22.22,0,S3
DY-56060,18.4,0,DynamoDB
EC-24925,16.5,1,EC2
DY-78258,15.64,0,DynamoDB
DY-64471,10.24,0,DynamoDB
S3-63739,15.21,0,S3
EC-60818,12.45,0,EC2
S3-76920,14.55,0,S3
EC-74356,10.34,0,EC2
EC-33365,18.86,1,EC2
EC-20482,15.05,1,EC2
S3-60110,3.51,0,S3
EC-49767,18.88,0,EC2
LA-92681,8.97,0,Lambda
LA-81200,17.22,0,Lambda
RD-80690,17.27,0,RDS
LA-77061,17.35,0,Lambda
RD-11055,5.04,0,RDS
LA-48725,16.01,0,Lambda
S3-63333,15.78,0,S3
RD-43971,15.53,0,RDS
DY-29476,10.12,0,DynamoDB
DY-79050,1.34,0,DynamoDB
LA-17507,19.87,0,Lambda
DY-64176,11.02,0,DynamoDB
LA-93030,16.78,0,Lambda
LA-46731,13.77,0,Lambda
DY-27500,9.5,0,DynamoDB
DY-14027,9.31,0,DynamoDB
EC-38451,3.43,0,EC2
RD-23406,22.86,0,RDS
LA-28325,6.28,0,Lambda
DY-19436,6.3,0,DynamoDB
RD-86764,13.24,0,RDS
DY-26059,10.41,0,DynamoDB
DY-30202,14.45,0,DynamoDB
EC-83048,18.55,0,EC2
LA-55510,19.43,0,Lambda
LA-12881,10.84,0,Lambda
S3-72457,16.75,0,S3
EC-18656,23.4,0,EC2
RD-42833,8.61,0,RDS
EC-87711,6.57,0,EC2
RD-96612,19.26,0,RDS
LA-17960,16.06,0,Lambda
S3-37258,3.48,0,S3
S3-56433,20.95,0,S3
LA-89364,15.0,0,Lambda
DY-40531,19.18,0,DynamoDB
EC-27818,16.89,0,EC2
S3-38393,3.77,0,S3
DY-68480,1.83,0,DynamoDB
RD-65162,3.63,0,RDS
S3-53826,8.38,0,S3
RD-42543,5.53,0,RDS
DY-20057,5.17,0,DynamoDB
RD-44157,3.9,0,RDS
DY-44017,23.14,0,DynamoDB
RD-27629,17.61,0,RDS
EC-74829,2.2,0,EC2
S3-87339,5.48,0,S3
S3-92742,12.19,0,S3
DY-76567,21.92,0,DynamoDB
RD-30951,4.08,0,RDS
LA-94216,1.16,0,Lambda
S3-85145,6.15,1,S3
RD-18720,4.43,0,RDS
RD-57113,12.96,0,RDS
EC-35905,4.11,1,EC2
LA-94720,5.77,0,Lambda
S3-25052,18.43,0,S3
EC-30234,14.28,0,EC2
LA-97840,1.07,0,Lambda
S3-59892,9.68,0,S3
EC-27920,11.01,0,EC2
LA-40985,8.02,0,Lambda
S3-25439,23.56,0,S3
LA-34976,13.83,1,Lambda
RD-78306,3.44,0,RDS
DY-24633,7.79,0,DynamoDB
DY-43038,19.5,0,DynamoDB
RD-76793,13.68,0,RDS
LA-80394,18.51,0,Lambda
RD-59272,5.67,0,RDS
DY-78447,3.55,0,DynamoDB
DY-50004,17.16,0,DynamoDB
LA-27634,2.13,0,Lambda
DY-65063,16.58,0,DynamoDB
RD-20638,11.43,0,RDS
LA-42642,5.97,0,Lambda
RD-52875,19.35,0,RDS
LA-74377,17.47,0,Lambda
DY-74303,10.5,0,DynamoDB
S3-88343,23.56,0,S3
LA-81838,2.97,0,Lambda
LA-57006,21.73,0,Lambda
S3-71606,1.32,0,S3
DY-83030,12.04,0,DynamoDB
RD-24026,19.76,0,RDS
EC-68031,14.55,1,EC2
S3-78232,1.77,0,S3
EC-39960,5.12,0,EC2
DY-12693,17.63,0,DynamoDB
LA-98779,20.49,0,Lambda
LA-38555,16.46,0,Lambda
DY-21825,23.3,0,DynamoDB
RD-10036,3.15,0,RDS
RD-90738,20.35,0,RDS
DY-39873,17.06,0,DynamoDB
DY-18328,19.13,0,DynamoDB
DY-21268,6.53,0,DynamoDB
DY-50741,5.63,0,DynamoDB
DY-34918,18.44,0,DynamoDB
DY-71762,7.23,0,DynamoDB
LA-88424,7.87,0,Lambda
EC-88170,20.73,0,EC2
RD-91991,5.25,0,RDS
EC-97412,17.37,0,EC2
LA-24179,3.9,0,Lambda
S3-74068,3.55,0,S3
EC-58817,10.93,0,EC2
S3-39655,7.55,0,S3
LA-40776,11.64,0,Lambda
RD-58812,4.76,0,RDS
S3-92336,11.76,0,S3
LA-92027,19.66,0,Lambda
DY-76957,3.26,0,DynamoDB
RD-91481,20.19,0,RDS
DY-29346,5.54,0,DynamoDB
RD-93397,13.21,0,RDS
RD-56103,23.99,0,RDS
EC-16277,6.37,0,EC2
RD-75883,17.19,0,RDS
EC-51542,19.17,0,EC2
S3-29422,4.6,0,S3
RD-87922,18.1,0,RDS
S3-22938,7.76,0,S3
RD-41815,14.24,0,RDS
EC-31975,8.45,0,EC2
DY-31213,20.61,0,DynamoDB
RD-97231,16.43,0,RDS
LA-45053,11.82,0,Lambda
DY-39714,3.06,0,DynamoDB
EC-22026,5.04,0,EC2
LA-36844,9.23,0,Lambda
S3-64708,23.01,0,S3
EC-28812,20.55,0,EC2
DY-50581,11.45,0,DynamoDB
S3-89830,6.55,1,S3
S3-97235,13.04,1,S3
EC-27110,9.06,0,EC2
DY-91147,22.97,0,DynamoDB
EC-62136,4.82,0,EC2
LA-56733,14.15,0,Lambda
LA-97493,21.88,0,Lambda
RD-28298,8.11,0,RDS
S3-69648,8.1,0,S3
RD-85783,17.39,1,RDS
DY-82219,12.44,0,DynamoDB
LA-49551,11.35,0,Lambda
RD-38878,16.39,0,RDS
LA-13688,5.76,0,Lambda
LA-66363,6.98,0,Lambda
LA-32703,14.0,0,Lambda
EC-91614,19.07,0,EC2
RD-91462,16.98,0,RDS
S3-57800,21.97,0,S3
RD-53663,20.4,0,RDS
S3-45367,23.13,0,S3
RD-61444,19.48,0,RDS
RD-47018,11.05,0,RDS
LA-35568,23.17,0,Lambda
S3-40099,2.28,0,S3
S3-79212,21.08,0,S3
S3-13065,13.02,0,S3
RD-70204,22.99,0,RDS
S3-31518,22.34,0,S3
RD-81524,1.82,0,RDS
EC-77021,12.82,1,EC2
LA-66892,2.99,0,Lambda
DY-53484,11.78,0,DynamoDB
EC-88497,7.61,0,EC2
S3-41110,13.78,0,S3
LA-93038,20.99,0,Lambda
LA-70124,23.36,0,Lambda
LA-76320,19.1,0,Lambda
LA-13196,22.07,0,Lambda
S3-14746,21.33,0,S3
LA-59220,16.82,0,Lambda
DY-98913,10.52,0,DynamoDB
DY-59725,9.2,0,DynamoDB
LA-27862,16.21,0,Lambda
RD-89834,1.52,0,RDS
S3-56104,16.64,0,S3
DY-53952,1.41,0,DynamoDB
DY-69945,14.27,0,DynamoDB
DY-97363,4.13,0,DynamoDB
EC-57968,17.88,0,EC2
EC-13869,16.51,0,EC2
DY-17971,14.68,0,DynamoDB
RD-33446,19.47,0,RDS
S3-23454,3.2,0,S3
S3-38208,9.22,0,S3
DY-82683,10.33,0,DynamoDB
DY-23782,9.2,0,DynamoDB
S3-92238,4.92,0,S3
RD-98938,16.73,0,RDS
EC-40916,2.82,0,EC2
EC-33259,5.65,0,EC2
DY-17043,9.92,0,DynamoDB
S3-88065,7.46,0,S3
EC-79000,16.59,1,EC2
RD-91490,7.21,0,RDS
DY-11502,3.44,0,DynamoDB
LA-51366,11.82,0,Lambda
DY-81694,19.34,0,DynamoDB
LA-85010,20.49,0,Lambda
DY-85706,14.83,0,DynamoDB
S3-35792,22.33,0,S3
S3-88210,12.97,0,S3
S3-15913,12.43,1,S3
S3-48379,4.56,0,S3
RD-96120,15.5,0,RDS
RD-71032,4.56,0,RDS
LA-60945,21.95,0,Lambda
RD-15703,6.36,0,RDS
DY-37676,18.46,0,DynamoDB
S3-55440,4.71,0,S3
EC-70162,14.39,0,EC2
EC-92015,1.47,0,EC2
EC-69622,20.83,0,EC2
DY-22521,11.75,0,DynamoDB
EC-48015,1.8,0,EC2
EC-54159,19.63,0,EC2
LA-35230,11.51,0,Lambda
DY-56359,9.24,0,DynamoDB
DY-97052,7.34,0,DynamoDB
EC-15239,12.42,0,EC2
DY-37195,3.1,0,DynamoDB
LA-44674,15.98,0,Lambda
LA-41969,12.49,0,Lambda
S3-69254,11.32,0,S3
LA-43826,22.93,0,Lambda
S3-60100,1.19,0,S3
EC-22809,13.75,0,EC2
S3-82790,4.95,0,S3
S3-50985,19.65,0,S3
EC-26705,12.45,0,EC2
S3-56622,4.92,0,S3
LA-25003,17.33,0,Lambda
EC-15674,21.8,0,EC2
DY-43717,14.94,0,DynamoDB
S3-73350,10.58,0,S3
LA-54331,5.33,0,Lambda
DY-76554,19.19,0,DynamoDB
EC-58217,1.14,0,EC2
EC-60131,14.56,0,EC2
EC-48665,11.57,0,EC2
LA-71920,19.04,0,Lambda
DY-11626,12.6,0,DynamoDB
EC-43642,16.5,0,EC2
LA-44875,19.54,0,Lambda
RD-75250,20.16,0,RDS
LA-56624,20.44,0,Lambda
RD-13439,6.95,1,RDS
DY-27300,8.2,0,DynamoDB
EC-36909,17.71,0,EC2
EC-20360,17.66,0,EC2
S3-13065,5.92,0,S3
EC-79831,5.05,0,EC2
DY-44579,12.74,0,DynamoDB
LA-50731,23.59,0,Lambda
DY-82302,3.78,0,DynamoDB
EC-95757,10.63,0,EC2
LA-67803,17.88,0,Lambda
DY-89810,4.44,0,DynamoDB
EC-55028,22.43,0,EC2
EC-20523,18.88,0,EC2
EC-54645,20.66,0,EC2
S3-89782,5.83,0,S3
S3-23470,16.44,0,S3
S3-16805,4.78,0,S3
LA-60772,1.6,0,Lambda
DY-99300,4.91,0,DynamoDB
LA-25701,12.28,0,Lambda
LA-52244,22.8,0,Lambda
EC-58043,18.78,0,EC2
RD-20355,19.68,0,RDS
RD-39714,16.15,0,RDS
EC-53625,1.37,0,EC2
RD-26569,3.02,0,RDS
LA-88047,2.33,0,Lambda
DY-72071,8.44,0,DynamoDB
S3-93456,12.66,0,S3
LA-30229,18.58,0,Lambda
LA-31101,23.82,0,Lambda
DY-69405,7.49,0,DynamoDB
RD-82571,1.93,0,RDS
DY-76118,14.92,0,DynamoDB
LA-92208,8.96,0,Lambda
EC-23731,2.99,0,EC2
EC-59116,11.57,0,EC2
LA-24551,7.93,0,Lambda
EC-77913,21.21,1,EC2
RD-37452,9.86,0,RDS
DY-21698,7.03,0,DynamoDB
S3-12365,17.57,0,S3
DY-47823,16.33,0,DynamoDB
S3-11949,14.44,0,S3
LA-54387,9.1,0,Lambda
LA-11919,21.15,0,Lambda
S3-16929,5.26,0,S3
EC-93721,16.01,0,EC2
LA-31686,11.82,0,Lambda
RD-81725,22.17,0,RDS
RD-83150,10.66,0,RDS
RD-31446,15.31,0,RDS
RD-72509,20.22,0,RDS
S3-47389,1.29,0,S3
EC-84779,5.62,0,EC2
S3-73394,9.06,0,S3
LA-76673,6.16,0,Lambda
RD-80202,22.27,1,RDS
RD-65598,19.25,0,RDS
RD-44928,5.93,0,RDS
LA-20336,22.58,0,Lambda
DY-28361,19.64,0,DynamoDB
S3-35816,2.4,0,S3
EC-36819,3.29,0,EC2
LA-35143,5.02,0,Lambda
DY-31182,1.22,0,DynamoDB
DY-97638,14.31,0,DynamoDB
EC-74385,8.48,0,EC2
LA-32099,18.95,0,Lambda
DY-51037,13.22,0,DynamoDB
RD-84280,15.46,0,RDS
EC-86215,10.85,0,EC2
RD-22391,5.96,0,RDS
EC-44364,4.31,0,EC2
S3-52923,11.21,0,S3
S3-57396,1.88,0,S3
LA-18176,12.55,0,Lambda
DY-95782,14.63,1,DynamoDB
RD-50076,3.49,0,RDS
DY-49807,4.94,0,DynamoDB
S3-54732,19.33,0,S3
RD-96478,9.43,0,RDS
LA-13093,3.63,0,Lambda
DY-19394,7.12,0,DynamoDB
EC-23280,22.41,0,EC2
EC-70695,19.95,0,EC2
RD-48057,18.79,0,RDS
EC-17145,5.93,0,EC2
EC-14830,7.09,0,EC2
S3-91304,16.06,0,S3
LA-74648,19.48,0,Lambda
EC-45690,14.14,0,EC2
EC-64030,16.6,0,EC2
DY-39203,2.83,0,DynamoDB
RD-65547,16.96,0,RDS
S3-85948,15.81,0,S3
RD-93529,15.92,0,RDS
DY-29323,1.26,0,DynamoDB
DY-13679,20.22,0,DynamoDB
DY-75408,14.52,0,DynamoDB
EC-68499,16.64,0,EC2
RD-37467,7.81,0,RDS
RD-71836,19.19,0,RDS
RD-11614,2.09,0,RDS
LA-33246,16.86,0,Lambda
S3-59648,8.83,0,S3
EC-39764,4.72,0,EC2
S3-72157,7.59,0,S3
EC-47132,16.17,0,EC2
RD-14960,18.72,0,RDS
LA-32578,7.73,0,Lambda
LA-66387,3.6,0,Lambda
RD-10056,12.91,0,RDS
S3-66381,19.58,0,S3
DY-76483,10.79,0,DynamoDB
RD-54348,9.37,0,RDS
EC-13535,17.55,0,EC2
S3-80153,17.16,0,S3
DY-91556,4.18,0,DynamoDB
LA-59323,6.91,0,Lambda
EC-40164,12.27,0,EC2
LA-63281,22.92,0,Lambda
EC-68097,8.08,0,EC2
DY-37278,23.93,0,DynamoDB
EC-48294,20.76,0,EC2
DY-68150,5.63,0,DynamoDB
RD-59086,19.67,0,RDS
RD-39158,12.6,0,RDS
EC-43387,7.35,0,EC2
S3-15594,4.03,0,S3
LA-26191,3.46,0,Lambda
EC-27675,17.52,0,EC2
EC-35976,17.62,0,EC2
LA-22204,18.15,0,Lambda
EC-43593,18.36,0,EC2
LA-63365,15.38,0,Lambda
DY-38180,6.2,0,DynamoDB
S3-13465,1.8,0,S3
RD-32488,12.8,0,RDS
RD-11919,21.95,0,RDS
S3-96135,9.7,0,S3
LA-56246,4.64,0,Lambda
S3-24849,4.11,0,S3
LA-15445,19.39,0,Lambda
S3-10246,17.5,0,S3
EC-66238,19.46,0,EC2
EC-44607,8.5,0,EC2
S3-25290,10.25,0,S3
DY-13841,20.83,0,DynamoDB
S3-81596,10.85,0,S3
RD-13338,21.54,0,RDS
EC-86816,14.82,0,EC2
S3-84157,16.86,0,S3
RD-38768,18.86,0,RDS
EC-60460,11.93,0,EC2
DY-45577,22.59,0,DynamoDB
DY-59684,1.72,0,DynamoDB
RD-77005,10.45,0,RDS
S3-99062,10.41,0,S3
EC-96569,12.43,0,EC2
DY-26363,15.74,0,DynamoDB
RD-10260,22.45,0,RDS
LA-52145,6.52,0,Lambda
S3-30754,15.67,0,S3
LA-97081,6.04,0,Lambda
S3-84092,4.96,0,S3
EC-11924,7.23,0,EC2
