service,cost,usage,usage_start_time
RDS,2.0366,0.558,2024-12-12 11:00:00
RDS,2.5193,0.7218,2024-12-12 12:00:00
Lambda,0.7334,0.6377,2024-12-12 13:00:00
DynamoDB,0.6198,0.8967,2024-12-12 14:00:00
DynamoDB,0.2393,0.3235,2024-12-12 15:00:00
RDS,1.8878,0.516,2024-12-12 16:00:00
EC2,2.4755,0.5455,2024-12-12 17:00:00
RDS,3.0939,0.8227,2024-12-12 18:00:00
Lambda,0.9017,0.7718,2024-12-12 19:00:00
DynamoDB,0.4241,0.5833,2024-12-12 20:00:00
S3,0.1842,0.7256,2024-12-12 21:00:00
RDS,1.7918,0.5386,2024-12-12 22:00:00
RDS,3.167,0.8559,2024-12-12 23:00:00
EC2,1.8528,0.3783,2024-12-13 00:00:00
EC2,0.9994,0.1978,2024-12-13 01:00:00
DynamoDB,0.1465,0.2058,2024-12-13 02:00:00
Lambda,0.6929,0.5489,2024-12-13 03:00:00
RDS,1.9363,0.5213,2024-12-13 04:00:00
S3,0.1185,0.4944,2024-12-13 05:00:00
S3,0.1229,0.5171,2024-12-13 06:00:00
RDS,0.5632,0.1627,2024-12-13 07:00:00
DynamoDB,0.3903,0.549,2024-12-13 08:00:00
DynamoDB,0.3321,0.4688,2024-12-13 09:00:00
EC2,1.5322,0.3273,2024-12-13 10:00:00
Lambda,0.5265,0.4386,2024-12-13 11:00:00
RDS,2.0644,0.5787,2024-12-13 12:00:00
RDS,0.9846,0.2941,2024-12-13 13:00:00
EC2,4.5288,1.0,2024-12-13 14:00:00
RDS,1.4635,0.3963,2024-12-13 15:00:00
Lambda,0.7045,0.5722,2024-12-13 16:00:00
S3,0.0999,0.4115,2024-12-13 17:00:00
S3,0.121,0.5123,2024-12-13 18:00:00
Lambda,0.6937,0.5491,2024-12-13 19:00:00
S3,0.1188,0.4956,2024-12-13 20:00:00
DynamoDB,0.5385,0.7136,2024-12-13 21:00:00
RDS,2.6822,0.8168,2024-12-13 22:00:00
Lambda,0.8418,0.681,2024-12-13 23:00:00
DynamoDB,0.2354,0.3229,2024-12-14 00:00:00
EC2,3.2677,0.7102,2024-12-14 01:00:00
DynamoDB,0.4422,0.5885,2024-12-14 02:00:00
EC2,1.3621,0.2858,2024-12-14 03:00:00
EC2,2.5819,0.5602,2024-12-14 04:00:00
DynamoDB,0.2318,0.3242,2024-12-14 05:00:00
EC2,3.2716,0.6603,2024-12-14 06:00:00
DynamoDB,0.2437,0.3277,2024-12-14 07:00:00
RDS,1.1017,0.3328,2024-12-14 08:00:00
RDS,1.6219,0.4266,2024-12-14 09:00:00
EC2,3.0295,0.6312,2024-12-14 10:00:00
RDS,1.4707,0.4167,2024-12-14 11:00:00
DynamoDB,0.3556,0.5218,2024-12-14 12:00:00
Lambda,0.5109,0.4304,2024-12-14 13:00:00
Lambda,0.2642,0.2298,2024-12-14 14:00:00
Lambda,0.6989,0.5821,2024-12-14 15:00:00
DynamoDB,0.3012,0.4382,2024-12-14 16:00:00
EC2,3.7498,0.8154,2024-12-14 17:00:00
DynamoDB,0.3866,0.5503,2024-12-14 18:00:00
EC2,2.4905,0.5073,2024-12-14 19:00:00
EC2,1.0842,0.2259,2024-12-14 20:00:00
RDS,2.8914,0.7381,2024-12-14 21:00:00
S3,0.114,0.474,2024-12-14 22:00:00
S3,0.239,0.9423,2024-12-14 23:00:00
RDS,1.3136,0.3765,2024-12-15 00:00:00
EC2,3.1505,0.6913,2024-12-15 01:00:00
EC2,3.5018,0.7175,2024-12-15 02:00:00
RDS,2.1449,0.6035,2024-12-15 03:00:00
Lambda,0.4817,0.374,2024-12-15 04:00:00
Lambda,0.5297,0.4507,2024-12-15 05:00:00
DynamoDB,0.3518,0.484,2024-12-15 06:00:00
RDS,1.0279,0.2938,2024-12-15 07:00:00
RDS,1.4123,0.3764,2024-12-15 08:00:00
DynamoDB,0.212,0.3228,2024-12-15 09:00:00
Lambda,0.1185,0.1066,2024-12-15 10:00:00
Lambda,0.9275,0.7723,2024-12-15 11:00:00
S3,0.1479,0.6002,2024-12-15 12:00:00
S3,0.1222,0.5112,2024-12-15 13:00:00
S3,0.1714,0.7089,2024-12-15 14:00:00
EC2,3.8593,0.7798,2024-12-15 15:00:00
DynamoDB,0.2643,0.3764,2024-12-15 16:00:00
Lambda,0.4513,0.3545,2024-12-15 17:00:00
EC2,1.9309,0.419,2024-12-15 18:00:00
RDS,2.0204,0.564,2024-12-15 19:00:00
DynamoDB,0.4404,0.5589,2024-12-15 20:00:00
EC2,3.281,0.6826,2024-12-15 21:00:00
EC2,1.0217,0.2183,2024-12-15 22:00:00
RDS,2.1766,0.6422,2024-12-15 23:00:00
EC2,4.4585,0.9282,2024-12-16 00:00:00
EC2,2.3653,0.5098,2024-12-16 01:00:00
S3,0.1355,0.5993,2024-12-16 02:00:00
RDS,3.58,0.933,2024-12-16 03:00:00
RDS,2.3343,0.6969,2024-12-16 04:00:00
RDS,2.0657,0.5411,2024-12-16 05:00:00
DynamoDB,0.4231,0.6186,2024-12-16 06:00:00
RDS,1.3018,0.37,2024-12-16 07:00:00
Lambda,0.49,0.3793,2024-12-16 08:00:00
DynamoDB,0.0861,0.1158,2024-12-16 09:00:00
DynamoDB,0.1655,0.2415,2024-12-16 10:00:00
Lambda,0.1144,0.0981,2024-12-16 11:00:00
RDS,2.926,0.8021,2024-12-16 12:00:00
Lambda,0.3283,0.2603,2024-12-16 13:00:00
EC2,3.6007,0.7463,2024-12-16 14:00:00
S3,0.2266,0.9069,2024-12-16 15:00:00
S3,0.1466,0.6365,2024-12-16 16:00:00
EC2,3.0348,0.6255,2024-12-16 17:00:00
S3,0.14,0.604,2024-12-16 18:00:00
EC2,2.4199,0.5256,2024-12-16 19:00:00
EC2,0.3557,0.0706,2024-12-16 20:00:00
S3,0.0481,0.1995,2024-12-16 21:00:00
EC2,2.7641,0.5666,2024-12-16 22:00:00
S3,0.1079,0.4434,2024-12-16 23:00:00
RDS,2.2177,0.5942,2024-12-17 00:00:00
S3,0.2056,0.8467,2024-12-17 01:00:00
S3,0.1175,0.5128,2024-12-17 02:00:00
RDS,2.1844,0.5872,2024-12-17 03:00:00
DynamoDB,0.3414,0.4615,2024-12-17 04:00:00
S3,0.1095,0.4415,2024-12-17 05:00:00
EC2,3.4233,0.6825,2024-12-17 06:00:00
Lambda,0.5956,0.5236,2024-12-17 07:00:00
RDS,1.3999,0.3776,2024-12-17 08:00:00
S3,0.2335,0.9898,2024-12-17 09:00:00
RDS,2.069,0.5912,2024-12-17 10:00:00
RDS,1.0616,0.3052,2024-12-17 11:00:00
EC2,0.428,0.0835,2024-12-17 12:00:00
EC2,0.2557,0.054,2024-12-17 13:00:00
S3,0.0606,0.2644,2024-12-17 14:00:00
S3,0.1879,0.7753,2024-12-17 15:00:00
RDS,1.0723,0.3069,2024-12-17 16:00:00
RDS,1.2461,0.3469,2024-12-17 17:00:00
RDS,2.1069,0.5346,2024-12-17 18:00:00
EC2,0.5594,0.1167,2024-12-17 19:00:00
RDS,1.6472,0.4369,2024-12-17 20:00:00
DynamoDB,0.4232,0.571,2024-12-17 21:00:00
S3,0.1302,0.569,2024-12-17 22:00:00
S3,0.1853,0.7423,2024-12-17 23:00:00
Lambda,0.8715,0.6831,2024-12-18 00:00:00
DynamoDB,0.4513,0.5835,2024-12-18 01:00:00
RDS,2.0492,0.5755,2024-12-18 02:00:00
EC2,2.3908,0.4987,2024-12-18 03:00:00
Lambda,0.5141,0.3961,2024-12-18 04:00:00
EC2,2.6972,0.5593,2024-12-18 05:00:00
EC2,3.1859,0.5777,2024-12-18 06:00:00
RDS,0.9435,0.2737,2024-12-18 07:00:00
RDS,0.7966,0.2239,2024-12-18 08:00:00
RDS,1.9308,0.5491,2024-12-18 09:00:00
DynamoDB,0.2843,0.3921,2024-12-18 10:00:00
DynamoDB,0.2922,0.3996,2024-12-18 11:00:00
DynamoDB,0.5381,0.7228,2024-12-18 12:00:00
Lambda,0.8555,0.6762,2024-12-18 13:00:00
EC2,2.6503,0.5566,2024-12-18 14:00:00
RDS,1.2196,0.3455,2024-12-18 15:00:00
RDS,1.475,0.3953,2024-12-18 16:00:00
RDS,2.1211,0.5694,2024-12-18 17:00:00
DynamoDB,0.2067,0.2679,2024-12-18 18:00:00
DynamoDB,0.2821,0.4146,2024-12-18 19:00:00
DynamoDB,0.3336,0.4122,2024-12-18 20:00:00
RDS,1.4961,0.4225,2024-12-18 21:00:00
S3,0.11,0.4616,2024-12-18 22:00:00
EC2,1.6616,0.3437,2024-12-18 23:00:00
DynamoDB,0.523,0.7151,2024-12-19 00:00:00
EC2,1.3103,0.2778,2024-12-19 01:00:00
RDS,1.4066,0.3897,2024-12-19 02:00:00
DynamoDB,0.5475,0.7661,2024-12-19 03:00:00
Lambda,0.6303,0.4824,2024-12-19 04:00:00
DynamoDB,0.5001,0.6752,2024-12-19 05:00:00
EC2,4.3846,0.8916,2024-12-19 06:00:00
Lambda,0.1284,0.1027,2024-12-19 07:00:00
RDS,0.6685,0.1816,2024-12-19 08:00:00
RDS,0.5529,0.1573,2024-12-19 09:00:00
EC2,1.9718,0.4272,2024-12-19 10:00:00
RDS,1.6288,0.4302,2024-12-19 11:00:00
DynamoDB,0.2642,0.3572,2024-12-19 12:00:00
Lambda,0.3648,0.3069,2024-12-19 13:00:00
RDS,1.9319,0.5648,2024-12-19 14:00:00
RDS,0.8766,0.2377,2024-12-19 15:00:00
EC2,3.4644,0.7246,2024-12-19 16:00:00
S3,0.0988,0.4085,2024-12-19 17:00:00
Lambda,0.6208,0.5111,2024-12-19 18:00:00
S3,0.0,0.0,2024-12-19 19:00:00
RDS,1.2004,0.331,2024-12-19 20:00:00
Lambda,0.6651,0.5372,2024-12-19 21:00:00
RDS,1.8563,0.5515,2024-12-19 22:00:00
S3,0.2015,0.7894,2024-12-19 23:00:00
DynamoDB,0.1818,0.2484,2024-12-20 00:00:00
S3,0.0921,0.3809,2024-12-20 01:00:00
DynamoDB,0.5662,0.7107,2024-12-20 02:00:00
Lambda,0.7918,0.6503,2024-12-20 03:00:00
DynamoDB,0.3139,0.432,2024-12-20 04:00:00
RDS,2.7728,0.772,2024-12-20 05:00:00
S3,0.0712,0.3228,2024-12-20 06:00:00
Lambda,0.7321,0.6026,2024-12-20 07:00:00
RDS,1.4034,0.3708,2024-12-20 08:00:00
RDS,1.4862,0.4156,2024-12-20 09:00:00
Lambda,0.5855,0.4967,2024-12-20 10:00:00
RDS,2.0832,0.5472,2024-12-20 11:00:00
S3,0.0668,0.2715,2024-12-20 12:00:00
DynamoDB,0.3877,0.5344,2024-12-20 13:00:00
S3,0.1622,0.6744,2024-12-20 14:00:00
Lambda,0.7409,0.596,2024-12-20 15:00:00
EC2,1.9445,0.3991,2024-12-20 16:00:00
RDS,1.6087,0.4498,2024-12-20 17:00:00
S3,0.107,0.4356,2024-12-20 18:00:00
S3,0.1264,0.5163,2024-12-20 19:00:00
S3,0.1096,0.4965,2024-12-20 20:00:00
S3,0.1219,0.5063,2024-12-20 21:00:00
DynamoDB,0.3832,0.5485,2024-12-20 22:00:00
RDS,0.9686,0.2609,2024-12-20 23:00:00
EC2,2.1556,0.4453,2024-12-21 00:00:00
RDS,1.5969,0.4437,2024-12-21 01:00:00
RDS,1.405,0.4101,2024-12-21 02:00:00
Lambda,0.6922,0.5947,2024-12-21 03:00:00
S3,0.1305,0.5328,2024-12-21 04:00:00
S3,0.0863,0.3826,2024-12-21 05:00:00
DynamoDB,0.6906,0.9852,2024-12-21 06:00:00
EC2,3.2893,0.6247,2024-12-21 07:00:00
EC2,3.1109,0.658,2024-12-21 08:00:00
Lambda,0.5596,0.4866,2024-12-21 09:00:00
Lambda,0.8346,0.6763,2024-12-21 10:00:00
Lambda,0.4517,0.3971,2024-12-21 11:00:00
S3,0.0594,0.2358,2024-12-21 12:00:00
S3,0.1271,0.5241,2024-12-21 13:00:00
DynamoDB,0.2238,0.3354,2024-12-21 14:00:00
EC2,3.3311,0.6925,2024-12-21 15:00:00
EC2,3.2078,0.6814,2024-12-21 16:00:00
Lambda,0.5625,0.4526,2024-12-21 17:00:00
RDS,2.4201,0.6465,2024-12-21 18:00:00
EC2,2.1816,0.441,2024-12-21 19:00:00
DynamoDB,0.517,0.7218,2024-12-21 20:00:00
S3,0.1018,0.3973,2024-12-21 21:00:00
EC2,1.8275,0.3691,2024-12-21 22:00:00
DynamoDB,0.3192,0.4883,2024-12-21 23:00:00
S3,0.1502,0.7257,2024-12-22 00:00:00
RDS,0.3812,0.1032,2024-12-22 01:00:00
Lambda,0.7033,0.6054,2024-12-22 02:00:00
Lambda,0.555,0.5296,2024-12-22 03:00:00
Lambda,0.7793,0.6414,2024-12-22 04:00:00
EC2,2.3586,0.4909,2024-12-22 05:00:00
DynamoDB,0.4304,0.5987,2024-12-22 06:00:00
Lambda,0.1667,0.1252,2024-12-22 07:00:00
S3,0.1662,0.7402,2024-12-22 08:00:00
DynamoDB,0.3066,0.431,2024-12-22 09:00:00
DynamoDB,0.4597,0.7158,2024-12-22 10:00:00
EC2,1.7518,0.4002,2024-12-22 11:00:00
EC2,2.0761,0.443,2024-12-22 12:00:00
RDS,1.8012,0.5159,2024-12-22 13:00:00
RDS,1.2983,0.3498,2024-12-22 14:00:00
EC2,2.9147,0.5909,2024-12-22 15:00:00
EC2,2.1664,0.4646,2024-12-22 16:00:00
DynamoDB,0.3515,0.4762,2024-12-22 17:00:00
DynamoDB,0.0475,0.0646,2024-12-22 18:00:00
EC2,2.7052,0.5618,2024-12-22 19:00:00
DynamoDB,0.2951,0.4701,2024-12-22 20:00:00
EC2,2.1547,0.412,2024-12-22 21:00:00
DynamoDB,0.3563,0.5026,2024-12-22 22:00:00
EC2,2.4591,0.5034,2024-12-22 23:00:00
S3,0.1499,0.6318,2024-12-23 00:00:00
EC2,3.0433,0.585,2024-12-23 01:00:00
S3,0.188,0.7013,2024-12-23 02:00:00
Lambda,0.4795,0.3686,2024-12-23 03:00:00
S3,0.0835,0.3419,2024-12-23 04:00:00
Lambda,0.756,0.6465,2024-12-23 05:00:00
RDS,1.9482,0.5176,2024-12-23 06:00:00
DynamoDB,0.2792,0.3579,2024-12-23 07:00:00
RDS,0.881,0.2231,2024-12-23 08:00:00
EC2,3.3462,0.7003,2024-12-23 09:00:00
S3,0.0981,0.4195,2024-12-23 10:00:00
Lambda,0.566,0.4728,2024-12-23 11:00:00
Lambda,0.99,0.751,2024-12-23 12:00:00
S3,0.1241,0.5399,2024-12-23 13:00:00
EC2,1.8589,0.3909,2024-12-23 14:00:00
S3,0.0664,0.294,2024-12-23 15:00:00
RDS,3.36,0.9194,2024-12-23 16:00:00
RDS,1.2491,0.3334,2024-12-23 17:00:00
EC2,1.1993,0.2643,2024-12-23 18:00:00
S3,0.0882,0.3394,2024-12-23 19:00:00
RDS,1.4204,0.4494,2024-12-23 20:00:00
Lambda,0.8768,0.742,2024-12-23 21:00:00
Lambda,0.1537,0.1301,2024-12-23 22:00:00
DynamoDB,0.4438,0.6042,2024-12-23 23:00:00
S3,0.1975,0.8597,2024-12-24 00:00:00
EC2,2.3593,0.5093,2024-12-24 01:00:00
Lambda,0.2401,0.1916,2024-12-24 02:00:00
Lambda,0.7213,0.5927,2024-12-24 03:00:00
RDS,2.0351,0.5854,2024-12-24 04:00:00
Lambda,0.3593,0.2989,2024-12-24 05:00:00
S3,0.1899,0.7322,2024-12-24 06:00:00
S3,0.1584,0.6591,2024-12-24 07:00:00
DynamoDB,0.3991,0.554,2024-12-24 08:00:00
RDS,1.0626,0.2948,2024-12-24 09:00:00
S3,0.0556,0.233,2024-12-24 10:00:00
S3,0.2067,0.8272,2024-12-24 11:00:00
RDS,1.1312,0.3154,2024-12-24 12:00:00
RDS,1.1955,0.3331,2024-12-24 13:00:00
RDS,2.6328,0.7082,2024-12-24 14:00:00
RDS,3.8025,0.9968,2024-12-24 15:00:00
DynamoDB,0.4026,0.5408,2024-12-24 16:00:00
Lambda,0.5203,0.4595,2024-12-24 17:00:00
EC2,3.8379,0.7612,2024-12-24 18:00:00
RDS,1.6487,0.4518,2024-12-24 19:00:00
S3,0.1872,0.7482,2024-12-24 20:00:00
EC2,1.0075,0.2074,2024-12-24 21:00:00
DynamoDB,0.3546,0.4665,2024-12-24 22:00:00
EC2,3.6133,0.7062,2024-12-24 23:00:00
EC2,1.2748,0.2764,2024-12-25 00:00:00
Lambda,0.8417,0.7228,2024-12-25 01:00:00
Lambda,0.2411,0.1957,2024-12-25 02:00:00
RDS,1.5318,0.3906,2024-12-25 03:00:00
S3,0.1353,0.5592,2024-12-25 04:00:00
RDS,1.6562,0.4262,2024-12-25 05:00:00
EC2,2.6882,0.5717,2024-12-25 06:00:00
RDS,1.2237,0.3412,2024-12-25 07:00:00
EC2,1.5366,0.3045,2024-12-25 08:00:00
S3,0.033,0.1383,2024-12-25 09:00:00
DynamoDB,0.4555,0.622,2024-12-25 10:00:00
EC2,1.7679,0.3565,2024-12-25 11:00:00
DynamoDB,0.2322,0.3228,2024-12-25 12:00:00
Lambda,0.774,0.6304,2024-12-25 13:00:00
RDS,1.3926,0.365,2024-12-25 14:00:00
RDS,1.9316,0.5173,2024-12-25 15:00:00
DynamoDB,0.6126,0.8058,2024-12-25 16:00:00
Lambda,0.8772,0.724,2024-12-25 17:00:00
Lambda,0.799,0.6588,2024-12-25 18:00:00
Lambda,0.3145,0.2581,2024-12-25 19:00:00
EC2,2.7233,0.5513,2024-12-25 20:00:00
Lambda,0.5476,0.4744,2024-12-25 21:00:00
DynamoDB,0.4247,0.6313,2024-12-25 22:00:00
DynamoDB,0.5635,0.7918,2024-12-25 23:00:00
S3,0.1355,0.5491,2024-12-26 00:00:00
RDS,2.0685,0.6181,2024-12-26 01:00:00
RDS,2.4296,0.6648,2024-12-26 02:00:00
S3,0.0862,0.3729,2024-12-26 03:00:00
DynamoDB,0.2916,0.4332,2024-12-26 04:00:00
DynamoDB,0.6532,0.8445,2024-12-26 05:00:00
DynamoDB,0.4203,0.5903,2024-12-26 06:00:00
RDS,1.7209,0.4606,2024-12-26 07:00:00
Lambda,0.9927,0.8516,2024-12-26 08:00:00
RDS,1.0724,0.2765,2024-12-26 09:00:00
S3,0.0325,0.1426,2024-12-26 10:00:00
Lambda,0.4986,0.4506,2024-12-26 11:00:00
EC2,3.6162,0.7224,2024-12-26 12:00:00
EC2,1.9664,0.385,2024-12-26 13:00:00
DynamoDB,0.5655,0.7899,2024-12-26 14:00:00
Lambda,0.5474,0.4099,2024-12-26 15:00:00
RDS,2.349,0.6442,2024-12-26 16:00:00
S3,0.1882,0.7727,2024-12-26 17:00:00
DynamoDB,0.2883,0.3989,2024-12-26 18:00:00
DynamoDB,0.4588,0.7077,2024-12-26 19:00:00
Lambda,0.5676,0.4424,2024-12-26 20:00:00
S3,0.1028,0.3976,2024-12-26 21:00:00
EC2,3.7458,0.7829,2024-12-26 22:00:00
DynamoDB,0.2741,0.3863,2024-12-26 23:00:00
DynamoDB,0.7875,1.0,2024-12-27 00:00:00
Lambda,0.6109,0.5251,2024-12-27 01:00:00
DynamoDB,0.3814,0.5234,2024-12-27 02:00:00
Lambda,0.3028,0.2513,2024-12-27 03:00:00
S3,0.167,0.7645,2024-12-27 04:00:00
EC2,3.413,0.6653,2024-12-27 05:00:00
EC2,2.0196,0.3879,2024-12-27 06:00:00
DynamoDB,0.2663,0.3619,2024-12-27 07:00:00
DynamoDB,0.311,0.4386,2024-12-27 08:00:00
Lambda,0.4676,0.3765,2024-12-27 09:00:00
S3,0.1602,0.6698,2024-12-27 10:00:00
Lambda,0.2791,0.228,2024-12-27 11:00:00
RDS,2.0811,0.5844,2024-12-27 12:00:00
DynamoDB,0.5797,0.8734,2024-12-27 13:00:00
EC2,0.2615,0.0565,2024-12-27 14:00:00
EC2,2.9193,0.6421,2024-12-27 15:00:00
Lambda,0.3819,0.3038,2024-12-27 16:00:00
Lambda,0.7244,0.5925,2024-12-27 17:00:00
DynamoDB,0.4625,0.6563,2024-12-27 18:00:00
Lambda,0.5297,0.4242,2024-12-27 19:00:00
EC2,0.9901,0.231,2024-12-27 20:00:00
EC2,2.0764,0.4133,2024-12-27 21:00:00
EC2,2.7587,0.5511,2024-12-27 22:00:00
RDS,0.3538,0.0967,2024-12-27 23:00:00
Lambda,0.7058,0.6308,2024-12-28 00:00:00
DynamoDB,0.4814,0.6724,2024-12-28 01:00:00
EC2,4.2775,1.0,2024-12-28 02:00:00
RDS,2.7309,0.7738,2024-12-28 03:00:00
Lambda,0.2063,0.1766,2024-12-28 04:00:00
S3,0.1402,0.5555,2024-12-28 05:00:00
DynamoDB,0.6512,0.8444,2024-12-28 06:00:00
DynamoDB,0.2335,0.3069,2024-12-28 07:00:00
DynamoDB,0.4027,0.5783,2024-12-28 08:00:00
DynamoDB,0.3178,0.4576,2024-12-28 09:00:00
S3,0.1173,0.5074,2024-12-28 10:00:00
Lambda,0.3617,0.2944,2024-12-28 11:00:00
Lambda,0.7439,0.6257,2024-12-28 12:00:00
Lambda,0.9161,0.7735,2024-12-28 13:00:00
DynamoDB,0.3268,0.4394,2024-12-28 14:00:00
S3,0.1141,0.4735,2024-12-28 15:00:00
RDS,0.0,0.0,2024-12-28 16:00:00
DynamoDB,0.091,0.1346,2024-12-28 17:00:00
S3,0.053,0.2329,2024-12-28 18:00:00
EC2,1.8275,0.3902,2024-12-28 19:00:00
Lambda,0.7679,0.6329,2024-12-28 20:00:00
DynamoDB,0.0866,0.1198,2024-12-28 21:00:00
DynamoDB,0.3992,0.5637,2024-12-28 22:00:00
S3,0.1182,0.4878,2024-12-28 23:00:00
Lambda,0.7218,0.6529,2024-12-29 00:00:00
RDS,1.7466,0.4511,2024-12-29 01:00:00
EC2,3.92,0.7833,2024-12-29 02:00:00
S3,0.1578,0.6074,2024-12-29 03:00:00
RDS,3.1603,0.8836,2024-12-29 04:00:00
RDS,1.0871,0.3061,2024-12-29 05:00:00
EC2,4.4234,1.0,2024-12-29 06:00:00
EC2,1.8107,0.4059,2024-12-29 07:00:00
EC2,2.3682,0.525,2024-12-29 08:00:00
RDS,1.5538,0.4782,2024-12-29 09:00:00
S3,0.1588,0.6235,2024-12-29 10:00:00
RDS,1.5133,0.4232,2024-12-29 11:00:00
S3,0.1132,0.4673,2024-12-29 12:00:00
RDS,1.8406,0.4924,2024-12-29 13:00:00
EC2,3.4378,0.7466,2024-12-29 14:00:00
Lambda,0.5495,0.4381,2024-12-29 15:00:00
DynamoDB,0.14,0.2157,2024-12-29 16:00:00
RDS,2.0117,0.5453,2024-12-29 17:00:00
DynamoDB,0.2486,0.3555,2024-12-29 18:00:00
DynamoDB,0.2397,0.348,2024-12-29 19:00:00
DynamoDB,0.4327,0.6387,2024-12-29 20:00:00
RDS,1.536,0.4469,2024-12-29 21:00:00
Lambda,0.2616,0.2089,2024-12-29 22:00:00
DynamoDB,0.2878,0.396,2024-12-29 23:00:00
RDS,0.6877,0.1984,2024-12-30 00:00:00
RDS,2.6477,0.6512,2024-12-30 01:00:00
RDS,0.3733,0.1048,2024-12-30 02:00:00
RDS,2.0322,0.5825,2024-12-30 03:00:00
RDS,2.3071,0.6699,2024-12-30 04:00:00
S3,0.1241,0.5308,2024-12-30 05:00:00
S3,0.1725,0.7439,2024-12-30 06:00:00
DynamoDB,0.324,0.4296,2024-12-30 07:00:00
S3,0.0709,0.2944,2024-12-30 08:00:00
RDS,0.4612,0.1355,2024-12-30 09:00:00
RDS,1.9723,0.5764,2024-12-30 10:00:00
S3,0.0962,0.3911,2024-12-30 11:00:00
DynamoDB,0.288,0.3842,2024-12-30 12:00:00
DynamoDB,0.3996,0.5431,2024-12-30 13:00:00
EC2,3.6488,0.7482,2024-12-30 14:00:00
S3,0.2027,0.8078,2024-12-30 15:00:00
RDS,1.5151,0.3953,2024-12-30 16:00:00
RDS,1.9507,0.5528,2024-12-30 17:00:00
EC2,2.8156,0.5557,2024-12-30 18:00:00
S3,0.1548,0.591,2024-12-30 19:00:00
DynamoDB,0.53,0.7173,2024-12-30 20:00:00
Lambda,0.3506,0.2948,2024-12-30 21:00:00
EC2,2.5548,0.5143,2024-12-30 22:00:00
DynamoDB,0.4556,0.6275,2024-12-30 23:00:00
RDS,1.9546,0.5241,2024-12-31 00:00:00
EC2,1.7093,0.3283,2024-12-31 01:00:00
EC2,0.4664,0.0906,2024-12-31 02:00:00
Lambda,0.6187,0.491,2024-12-31 03:00:00
DynamoDB,0.4195,0.5728,2024-12-31 04:00:00
Lambda,0.7627,0.6109,2024-12-31 05:00:00
EC2,2.1922,0.4342,2024-12-31 06:00:00
DynamoDB,0.2038,0.2831,2024-12-31 07:00:00
S3,0.1681,0.6672,2024-12-31 08:00:00
EC2,2.7864,0.5922,2024-12-31 09:00:00
Lambda,0.7879,0.6793,2024-12-31 10:00:00
Lambda,1.016,0.8503,2024-12-31 11:00:00
Lambda,0.2167,0.1921,2024-12-31 12:00:00
Lambda,0.6147,0.5087,2024-12-31 13:00:00
Lambda,1.017,0.8939,2024-12-31 14:00:00
RDS,1.7316,0.5079,2024-12-31 15:00:00
EC2,2.0893,0.4015,2024-12-31 16:00:00
S3,0.0674,0.2727,2024-12-31 17:00:00
S3,0.1387,0.5786,2024-12-31 18:00:00
DynamoDB,0.4096,0.6039,2024-12-31 19:00:00
RDS,3.2806,0.8313,2024-12-31 20:00:00
EC2,2.7415,0.5094,2024-12-31 21:00:00
Lambda,0.5143,0.4202,2024-12-31 22:00:00
Lambda,0.922,0.7864,2024-12-31 23:00:00
S3,0.0494,0.2237,2025-01-01 00:00:00
S3,0.2131,0.9122,2025-01-01 01:00:00
RDS,1.5736,0.4629,2025-01-01 02:00:00
EC2,3.181,0.6897,2025-01-01 03:00:00
EC2,1.9573,0.4017,2025-01-01 04:00:00
DynamoDB,0.2049,0.2872,2025-01-01 05:00:00
Lambda,0.9566,0.7804,2025-01-01 06:00:00
EC2,2.5525,0.5261,2025-01-01 07:00:00
EC2,2.2287,0.4222,2025-01-01 08:00:00
RDS,1.2281,0.3376,2025-01-01 09:00:00
RDS,1.9778,0.523,2025-01-01 10:00:00
DynamoDB,0.518,0.7206,2025-01-01 11:00:00
Lambda,0.6808,0.5581,2025-01-01 12:00:00
DynamoDB,0.0302,0.0456,2025-01-01 13:00:00
RDS,1.326,0.379,2025-01-01 14:00:00
Lambda,0.3239,0.2601,2025-01-01 15:00:00
RDS,1.7822,0.5004,2025-01-01 16:00:00
RDS,0.8936,0.2488,2025-01-01 17:00:00
DynamoDB,0.0,0.0,2025-01-01 18:00:00
S3,0.1245,0.5126,2025-01-01 19:00:00
S3,0.0454,0.1872,2025-01-01 20:00:00
DynamoDB,0.2015,0.2917,2025-01-01 21:00:00
RDS,2.5502,0.6436,2025-01-01 22:00:00
RDS,1.7619,0.5103,2025-01-01 23:00:00
RDS,2.0267,0.5377,2025-01-02 00:00:00
S3,0.1704,0.6242,2025-01-02 01:00:00
Lambda,0.4337,0.3569,2025-01-02 02:00:00
EC2,4.1758,0.8098,2025-01-02 03:00:00
DynamoDB,0.0792,0.11,2025-01-02 04:00:00
DynamoDB,0.6567,0.7969,2025-01-02 05:00:00
RDS,2.2643,0.6408,2025-01-02 06:00:00
RDS,1.1925,0.2982,2025-01-02 07:00:00
S3,0.1484,0.6457,2025-01-02 08:00:00
RDS,1.6794,0.4594,2025-01-02 09:00:00
Lambda,0.6977,0.6088,2025-01-02 10:00:00
DynamoDB,0.2491,0.3772,2025-01-02 11:00:00
EC2,3.3401,0.708,2025-01-02 12:00:00
RDS,2.2876,0.5933,2025-01-02 13:00:00
Lambda,0.6491,0.544,2025-01-02 14:00:00
EC2,2.5943,0.5388,2025-01-02 15:00:00
S3,0.1826,0.7492,2025-01-02 16:00:00
